"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_symbol"
"Oprk1",0,1.33382916755432,1,0,0,"Oprk1"
"Map2",0,0.653514202524041,0.918,0.635,0,"Map2"
"Resp18",0,1.05766580446614,0.898,0.706,0,"Resp18"
"Itm2c",0,0.794395355770641,0.977,0.887,0,"Itm2c"
"Kifap3",0,0.672993689159238,0.846,0.593,0,"Kifap3"
"Atp1b1",0,0.86714578851212,0.986,0.77,0,"Atp1b1"
"Gad2",0,0.894130173462615,0.888,0.569,0,"Gad2"
"Stxbp1",0,0.649797263423684,0.887,0.569,0,"Stxbp1"
"Scn2a1",0,0.651508681825769,0.864,0.515,0,"Scn2a1"
"Chn1",0,0.746412326950376,0.818,0.495,0,"Chn1"
"Ckmt1",0,0.614849799422545,0.728,0.41,0,"Ckmt1"
"Tmx4",0,0.790804922348017,0.899,0.629,0,"Tmx4"
"Snap25",0,0.821486343990539,0.972,0.73,0,"Snap25"
"Nrsn2",0,0.896853780572584,0.916,0.6,0,"Nrsn2"
"Snhg11",0,0.957132611495995,0.988,0.753,0,"Snhg11"
"Ywhab",0,0.7693597159771,0.944,0.765,0,"Ywhab"
"Stmn3",0,0.92609815160479,0.952,0.763,0,"Stmn3"
"Pcsk1n",0,1.03214491372988,0.995,0.941,0,"Pcsk1n"
"Tspan7",0,0.776338836874335,0.926,0.747,0,"Tspan7"
"Araf",0,0.756387816458482,0.89,0.67,0,"Araf"
"Zcchc12",0,1.09776884576237,0.934,0.635,0,"Zcchc12"
"Pgrmc1",0,0.805503475300538,0.974,0.805,0,"Pgrmc1"
"Hprt",0,0.774813740498396,0.872,0.621,0,"Hprt"
"Cxx1a",0,0.784129847755681,0.953,0.792,0,"Cxx1a"
"Pnck",0,0.816968452056613,0.853,0.53,0,"Pnck"
"Maged1",0,0.731802096440661,0.972,0.797,0,"Maged1"
"Gprasp1",0,0.74314366664803,0.929,0.644,0,"Gprasp1"
"Gprasp2",0,0.815110364270673,0.877,0.588,0,"Gprasp2"
"Bex2",0,0.934124538458438,0.986,0.858,0,"Bex2"
"Bex1",0,0.781960524029264,0.893,0.611,0,"Bex1"
"Wbp5",0,0.732735047653841,0.933,0.755,0,"Wbp5"
"Ngfrap1",0,0.833709598521835,0.941,0.787,0,"Ngfrap1"
"Zcchc18",0,0.902443308285174,0.968,0.73,0,"Zcchc18"
"Pak3",0,0.664381212557017,0.842,0.535,0,"Pak3"
"Tro",0,0.677386156053101,0.826,0.496,0,"Tro"
"Stmn2",0,0.934879429366859,0.883,0.585,0,"Stmn2"
"Gria2",0,0.758652637637621,0.982,0.723,0,"Gria2"
"Mllt11",0,0.863038316302526,0.905,0.648,0,"Mllt11"
"Ppp3ca",0,0.802043262186656,0.938,0.754,0,"Ppp3ca"
"Prkacb",0,0.720905529969571,0.919,0.69,0,"Prkacb"
"Ywhah",0,0.931349390809026,0.978,0.854,0,"Ywhah"
"Nsg1",0,0.879684160136537,0.942,0.686,0,"Nsg1"
"Uchl1",0,0.835011044306029,0.946,0.679,0,"Uchl1"
"Gabrb1",0,0.666347023574019,0.821,0.491,0,"Gabrb1"
"G3bp2",0,0.639934906075003,0.911,0.685,0,"G3bp2"
"1500011B03Rik",0,0.695367655900728,0.836,0.585,0,"1500011B03Rik"
"Ywhag",0,0.64722631405257,0.904,0.625,0,"Ywhag"
"Prkar1b",0,0.717523627216312,0.864,0.533,0,"Prkar1b"
"Tmem130",0,0.770989072532301,0.869,0.546,0,"Tmem130"
"Nap1l5",0,1.0876256276522,0.992,0.929,0,"Nap1l5"
"Tmsb10",0,0.909141570783833,0.944,0.772,0,"Tmsb10"
"Podxl2",0,0.784211604491239,0.837,0.574,0,"Podxl2"
"Syn2",0,0.788491778651843,0.914,0.594,0,"Syn2"
"Pianp",0,0.561093393922658,0.742,0.424,0,"Pianp"
"Gabarapl1",0,0.722284024011191,0.917,0.703,0,"Gabarapl1"
"Syt5",0,0.705567985779969,0.787,0.457,0,"Syt5"
"Peg3",0,0.866953010118203,0.945,0.676,0,"Peg3"
"Usp29",0,0.663619292985885,0.814,0.483,0,"Usp29"
"Pnmal2",0,0.727001791757965,0.948,0.673,0,"Pnmal2"
"Ube3a",0,0.725775567721936,0.957,0.761,0,"Ube3a"
"Snrpn",0,0.866952399963753,0.978,0.868,0,"Snrpn"
"RP23-407N2.2",0,0.642303660171061,0.848,0.547,0,"RP23-407N2.2"
"Caly",0,0.928658041300602,0.952,0.719,0,"Caly"
"Rgs17",0,0.692842335621002,0.792,0.464,0,"Rgs17"
"Ahi1",0,1.00085319865345,0.976,0.784,0,"Ahi1"
"Zwint",0,0.985335872748522,0.977,0.819,0,"Zwint"
"Chchd10",0,0.814598124079624,0.899,0.665,0,"Chchd10"
"Cbarp",0,0.665347319475994,0.876,0.559,0,"Cbarp"
"Syt1",0,0.830957351443627,0.925,0.628,0,"Syt1"
"Ctxn1",0,0.72950569831374,0.739,0.423,0,"Ctxn1"
"Tusc3",0,0.678185812007443,0.825,0.545,0,"Tusc3"
"Gpm6a",0,0.812536726273838,0.98,0.758,0,"Gpm6a"
"Atp6v1b2",0,0.710540748561122,0.906,0.672,0,"Atp6v1b2"
"Tmem59l",0,0.820763244149549,0.88,0.588,0,"Tmem59l"
"Rab3a",0,0.934324777140101,0.967,0.776,0,"Rab3a"
"Scoc",0,0.719933314528554,0.922,0.749,0,"Scoc"
"Ndrg4",0,0.821504659218133,0.952,0.646,0,"Ndrg4"
"Tcf25",0,0.661647384461142,0.945,0.795,0,"Tcf25"
"Tubb3",0,0.83828943951621,0.902,0.64,0,"Tubb3"
"Slc22a17",0,0.641550963609876,0.969,0.829,0,"Slc22a17"
"Serp2",0,0.730478690588877,0.827,0.526,0,"Serp2"
"Mycbp2",0,0.60427339106707,0.921,0.693,0,"Mycbp2"
"Thy1",0,0.701551519816156,0.821,0.488,0,"Thy1"
"Fxyd6",0,0.780676001202579,0.851,0.58,0,"Fxyd6"
"Cadm1",0,0.743375090067726,0.928,0.74,0,"Cadm1"
"Pkm",0,0.80624043628762,0.966,0.867,0,"Pkm"
"Wdr6",0,0.615406553645163,0.774,0.46,0,"Wdr6"
"Camk2b",0,0.734515990590467,0.92,0.571,0,"Camk2b"
"Ppp3r1",0,0.651966957160091,0.895,0.602,0,"Ppp3r1"
"Mdh1",0,0.816715796753292,0.973,0.878,0,"Mdh1"
"Nsg2",0,0.731647747656228,0.899,0.571,0,"Nsg2"
"Gabrg2",0,0.628666169812151,0.748,0.423,0,"Gabrg2"
"Arf1",0,0.610238111935975,0.954,0.826,0,"Arf1"
"Snap47",0,0.809475579179873,0.909,0.656,0,"Snap47"
"Vamp2",0,0.793710766531159,0.934,0.746,0,"Vamp2"
"Chd3os",0,0.820448229219317,0.882,0.566,0,"Chd3os"
"6330403K07Rik",0,1.18498076005987,0.972,0.786,0,"6330403K07Rik"
"Dynll2",0,0.678645398004472,0.953,0.797,0,"Dynll2"
"Hap1",0,0.906223590377969,0.933,0.603,0,"Hap1"
"Nsf",0,0.731950537215379,0.923,0.618,0,"Nsf"
"Gaa",0,0.829299828505297,0.953,0.695,0,"Gaa"
"Nrsn1",0,0.796403701682548,0.847,0.519,0,"Nrsn1"
"Tubb2a",0,0.936336073492911,0.927,0.711,0,"Tubb2a"
"Sncb",0,0.78932687323065,0.903,0.609,0,"Sncb"
"Map1b",0,0.834332377930815,0.978,0.785,0,"Map1b"
"Rab3c",0,0.667056942304328,0.781,0.459,0,"Rab3c"
"Rtn1",0,0.995154702964835,0.989,0.83,0,"Rtn1"
"Atp6v1d",0,0.761708434985514,0.909,0.719,0,"Atp6v1d"
"Nrxn3",0,0.739057850907356,0.888,0.564,0,"Nrxn3"
"Calm1",0,0.773655129548928,0.999,0.983,0,"Calm1"
"Meg3",0,0.892864251227668,0.994,0.841,0,"Meg3"
"Tmem179",0,0.61849191023815,0.747,0.417,0,"Tmem179"
"Sub1",0,0.777687737710835,0.961,0.862,0,"Sub1"
"Ywhaz",0,0.741541752841804,0.956,0.736,0,"Ywhaz"
"Ly6h",0,1.01301256852274,0.976,0.777,0,"Ly6h"
"Sh3bp1",0,0.716293400208346,0.898,0.579,0,"Sh3bp1"
"Sult4a1",0,0.641460766674797,0.785,0.462,0,"Sult4a1"
"Tuba1b",0,0.914763468357783,0.958,0.841,0,"Tuba1b"
"Cbx5",0,0.684410370445331,0.864,0.62,0,"Cbx5"
"Eif4a2",0,0.871807598357014,0.985,0.904,0,"Eif4a2"
"Gap43",0,1.04198643620674,0.968,0.741,0,"Gap43"
"Tagln3",0,0.828206594950278,0.894,0.623,0,"Tagln3"
"Dzip3",0,0.670508660843111,0.834,0.515,0,"Dzip3"
"Ttc3",0,0.991640719865891,0.988,0.815,0,"Ttc3"
"Pcp4",0,0.967390981353848,0.925,0.725,0,"Pcp4"
"Syngr3",0,0.634956441604215,0.785,0.467,0,"Syngr3"
"Atp6v1g2",0,0.79674067871607,0.889,0.58,0,"Atp6v1g2"
"Tubb5",0,0.784657934578276,0.911,0.755,0,"Tubb5"
"Pja2",0,0.735097248797438,0.935,0.692,0,"Pja2"
"Calm2",0,0.946615328404286,0.998,0.981,0,"Calm2"
"Nrxn1",0,0.642733051247171,0.893,0.618,0,"Nrxn1"
"Impact",0,0.823574717563782,0.945,0.696,0,"Impact"
"Celf4",0,0.931883488921537,0.956,0.631,0,"Celf4"
"Syt4",0,0.712142376747142,0.899,0.579,0,"Syt4"
"Matr3",0,0.676574641013569,0.943,0.779,0,"Matr3"
"A730017C20Rik",0,0.749268920827587,0.77,0.469,0,"A730017C20Rik"
"Cnih2",0,0.666616246748834,0.81,0.486,0,"Cnih2"
"Camta1",9.63159318265856e-308,0.619843907648335,0.892,0.637,2.69665345928074e-303,"Camta1"
"Vsnl1",5.76534638737496e-307,0.803987065182558,0.885,0.625,1.61418168153724e-302,"Vsnl1"
"Pgam1",1.45171707668338e-306,0.678792351510574,0.929,0.772,4.06451747129813e-302,"Pgam1"
"Napb",8.81553496678291e-306,0.589815332931247,0.762,0.444,2.46817347999988e-301,"Napb"
"Gng3",1.41025486563526e-304,0.753645239956213,0.846,0.578,3.9484315728056e-300,"Gng3"
"Tmem91",2.11478472976339e-304,0.579402353517389,0.717,0.398,5.92097428639154e-300,"Tmem91"
"2900011O08Rik",9.91824264384096e-304,0.657932510666686,0.753,0.454,2.77690957542259e-299,"2900011O08Rik"
"Cd200",1.46485012961754e-302,0.749203405722191,0.837,0.587,4.10128739290319e-298,"Cd200"
"Zranb2",3.698984923316e-302,0.635651862283419,0.899,0.702,1.03564179883001e-297,"Zranb2"
"Abhd8",4.58780770938821e-302,0.573999080334386,0.74,0.432,1.28449440247451e-297,"Abhd8"
"Atp6v1a",4.76380631745524e-302,0.619290671711741,0.908,0.694,1.33377049276112e-297,"Atp6v1a"
"Gabbr1",1.71459168546456e-301,0.591954109423868,0.931,0.744,4.80051380096366e-297,"Gabbr1"
"Dnm1",7.96321986092559e-301,0.551436013817208,0.773,0.45,2.22954229666195e-296,"Dnm1"
"Negr1",1.00235788486647e-300,0.630267722314433,0.768,0.472,2.80640160604914e-296,"Negr1"
"Pld3",1.67758499857748e-300,0.671153812883326,0.823,0.555,4.69690247901722e-296,"Pld3"
"Rpl22l1",2.5805779892065e-300,0.881689096139675,0.956,0.879,7.22510225418037e-296,"Rpl22l1"
"Chd3",3.35714018166102e-300,0.609893595818799,0.792,0.488,9.39932108061452e-296,"Chd3"
"Tspyl4",8.66246776734975e-300,0.661478712885439,0.887,0.649,2.42531772550258e-295,"Tspyl4"
"Morf4l2",3.03927834040643e-299,0.720709736598738,0.923,0.768,8.50937149746993e-295,"Morf4l2"
"Gria1",4.17458410093956e-299,0.59897221222472,0.762,0.45,1.16880005658106e-294,"Gria1"
"Arl6ip1",1.74237947519678e-298,0.687074967513154,0.973,0.915,4.87831405465593e-294,"Arl6ip1"
"Kif5c",2.93797890149721e-298,0.624547638316695,0.786,0.49,8.22575332841188e-294,"Kif5c"
"Gsk3b",3.68782255558239e-298,0.656914008193017,0.903,0.716,1.03251655911196e-293,"Gsk3b"
"Lsamp",2.8363998572776e-297,0.671639708677226,0.9,0.644,7.94135232040582e-293,"Lsamp"
"Tpi1",9.62035675707288e-297,0.723094430375123,0.877,0.673,2.69350748484526e-292,"Tpi1"
"Tmem158",2.37231900200296e-296,0.831409243585086,0.775,0.486,6.64201874180787e-292,"Tmem158"
"Tuba4a",3.87395350350636e-296,0.624191022084651,0.765,0.468,1.08462950191171e-291,"Tuba4a"
"Tma7",1.90419583569236e-294,0.66709883380098,0.932,0.802,5.33136750077148e-290,"Tma7"
"Gapdh",8.26413188051167e-294,0.664858915547233,0.984,0.937,2.31379164390566e-289,"Gapdh"
"Dpp6",1.14793952958203e-293,0.586974535958494,0.775,0.468,3.21400109492377e-289,"Dpp6"
"Gdi1",2.73860749232432e-293,0.602112841062234,0.95,0.803,7.66755325700964e-289,"Gdi1"
"Scg2",1.0857314285726e-292,0.808197603168103,0.907,0.66,3.03983085371755e-288,"Scg2"
"Tspan13",2.18752203788237e-292,0.656163482091284,0.851,0.586,6.12462420166306e-288,"Tspan13"
"Sms",4.75922638552109e-292,0.586308466949333,0.704,0.405,1.3324882034182e-287,"Sms"
"Gng2",4.83282133226085e-292,0.655714467354389,0.703,0.413,1.35309331660639e-287,"Gng2"
"Gad1",1.53655391778411e-291,0.688030841051992,0.8,0.494,4.30204365901196e-287,"Gad1"
"Fkbp3",3.6374394733172e-291,0.802668366526194,0.882,0.72,1.01841030373935e-286,"Fkbp3"
"Snx10",4.12588298025501e-290,0.584793447697242,0.739,0.439,1.1551647168118e-285,"Snx10"
"Tceal3",7.53155812685884e-290,0.673500449694145,0.808,0.553,2.10868564435794e-285,"Tceal3"
"Tceal6",1.07561660458945e-289,0.615615244034976,0.715,0.419,3.01151136952955e-285,"Tceal6"
"Rufy3",1.47981534854845e-289,0.635424689734368,0.88,0.671,4.14318701286594e-285,"Rufy3"
"Spint2",1.72846179337343e-289,0.714334878578908,0.679,0.385,4.83934732908692e-285,"Spint2"
"Klc1",1.61967258086818e-288,0.611884925554208,0.872,0.634,4.53475929191472e-284,"Klc1"
"Atpif1",4.48819971570436e-288,0.787776682675842,0.942,0.841,1.25660615640291e-283,"Atpif1"
"Grin2b",5.71628234878147e-287,0.56840079699186,0.718,0.407,1.60044473201184e-282,"Grin2b"
"Chgb",6.6714059705007e-287,0.781598174578942,0.768,0.481,1.86786024362079e-282,"Chgb"
"Arhgdig",7.46830698733823e-287,0.693447122716303,0.622,0.338,2.09097659031496e-282,"Arhgdig"
"Necap1",9.44905829468272e-287,0.616750251057887,0.731,0.44,2.64554734134527e-282,"Necap1"
"Evl",2.13179947217029e-286,0.554673233807639,0.763,0.466,5.96861216218237e-282,"Evl"
"Fam103a1",3.54323465087619e-286,0.638261886675675,0.819,0.566,9.92034837552316e-282,"Fam103a1"
"Ralyl",7.35387892838056e-286,0.63773215834294,0.701,0.402,2.05893902236799e-281,"Ralyl"
"Ube2b",9.19557975527569e-286,0.63490264281027,0.902,0.723,2.57457841988209e-281,"Ube2b"
"Serinc1",1.62598004095074e-285,0.61313337076223,0.978,0.926,4.55241891865387e-281,"Serinc1"
"Map2k1",3.9854251780723e-285,0.69425414229662,0.856,0.625,1.11583934135668e-280,"Map2k1"
"Lrfn5",4.54864827482851e-285,0.533911869371008,0.633,0.331,1.27353054398649e-280,"Lrfn5"
"Faim2",6.29310745935369e-285,0.652781380837971,0.939,0.764,1.76194422646985e-280,"Faim2"
"Gm1673",2.14012477026118e-283,0.761557158725856,0.847,0.617,5.99192133177726e-279,"Gm1673"
"Akap11",9.59394435165026e-283,0.545120316657727,0.816,0.541,2.68611253957504e-278,"Akap11"
"2210016L21Rik",5.96768993116699e-282,0.657490487167218,0.841,0.624,1.67083382692813e-277,"2210016L21Rik"
"Scg5",1.91416211656213e-281,0.690359304409116,0.918,0.75,5.35927109395065e-277,"Scg5"
"Nme1",4.00202718836182e-281,0.76079861169836,0.888,0.746,1.12048757219754e-276,"Nme1"
"Elmod1",6.56810480070766e-281,0.556474704523748,0.73,0.42,1.83893798210213e-276,"Elmod1"
"B630019K06Rik",6.86984889819167e-281,0.626019286078527,0.765,0.464,1.9234202945157e-276,"B630019K06Rik"
"Dync1i1",9.21706082954194e-281,0.546144697029663,0.613,0.314,2.58059269105515e-276,"Dync1i1"
"Rogdi",1.62216722006059e-280,0.623742440916383,0.786,0.527,4.54174378272563e-276,"Rogdi"
"Aldoa",8.15527207538165e-280,0.715895065757343,0.983,0.952,2.28331307566535e-275,"Aldoa"
"Matk",1.85364873425035e-279,0.531238216505711,0.729,0.428,5.18984572615413e-275,"Matk"
"Morf4l1",4.53427254336851e-279,0.751420954479093,0.985,0.965,1.26950562669231e-274,"Morf4l1"
"Pja1",4.94148636831892e-279,0.627750091712409,0.855,0.621,1.38351735340193e-274,"Pja1"
"Got1",1.42400063366863e-278,0.618391153902571,0.829,0.565,3.98691697414543e-274,"Got1"
"Usmg5",3.44460634289806e-278,0.732958484418842,0.934,0.836,9.64420883884598e-274,"Usmg5"
"Myt1l",3.57714378769323e-278,0.539834195572934,0.708,0.401,1.00152871767835e-273,"Myt1l"
"Atp6v1c1",5.8291516005161e-278,0.641089548069312,0.839,0.613,1.6320458651125e-273,"Atp6v1c1"
"Habp4",3.9828096958913e-277,0.576541702888133,0.722,0.433,1.11510705865565e-272,"Habp4"
"Mtch1",1.90144878192287e-276,0.647455191112106,0.873,0.659,5.32367629962764e-272,"Mtch1"
"Tcaf1",2.4071078452058e-276,0.541940008221917,0.832,0.558,6.73942054500721e-272,"Tcaf1"
"Clstn3",2.09706752276182e-275,0.530686012454163,0.766,0.458,5.87136965022853e-271,"Clstn3"
"Atl1",1.26414405713616e-274,0.550095503164159,0.746,0.462,3.53935053116981e-270,"Atl1"
"Pfn2",1.62748794604243e-274,0.659212026635971,0.922,0.773,4.55664075132959e-270,"Pfn2"
"Ina",2.72421601752598e-274,0.560726222881577,0.738,0.433,7.62726000586923e-270,"Ina"
"Arf3",4.47699257146892e-274,0.566630723968992,0.85,0.563,1.25346838015987e-269,"Arf3"
"Hpcal1",5.99500314351677e-274,0.987351852362891,0.601,0.331,1.67848098012183e-269,"Hpcal1"
"mt-Nd1",1.9794446518089e-273,0.554688893903858,1,0.999,5.54204913613457e-269,"mt-Nd1"
"Ddx24",2.17558168339066e-273,0.688201724333484,0.873,0.7,6.09119359715718e-269,"Ddx24"
"Pfdn2",7.22363823141161e-272,0.651497291445644,0.935,0.816,2.02247423203062e-267,"Pfdn2"
"Usp14",2.14830168877911e-271,0.633070113244804,0.796,0.539,6.01481506824376e-267,"Usp14"
"Celf2",4.25849696982567e-271,0.661894660374496,0.806,0.526,1.19229398161179e-266,"Celf2"
"Trim32",4.98986110716972e-271,0.556421450055602,0.771,0.501,1.39706131278538e-266,"Trim32"
"St8sia3",7.57892078015259e-271,0.509308895338639,0.688,0.385,2.12194624002712e-266,"St8sia3"
"Pnma2",2.42559666632004e-269,0.47818197324729,0.585,0.297,6.79118554636285e-265,"Pnma2"
"Snca",4.00552575169182e-269,0.731159974096422,0.775,0.495,1.12146709995868e-264,"Snca"
"Soga3",4.85228674492729e-269,0.579691348569618,0.795,0.54,1.35854324284474e-264,"Soga3"
"Lonrf2",7.6229095989515e-269,0.517764250870491,0.635,0.345,2.13426222951444e-264,"Lonrf2"
"Cntnap2",5.01707709291836e-268,0.57917602676409,0.648,0.354,1.40468124447528e-263,"Cntnap2"
"Rbfox2",4.59060829371757e-266,0.546755733037218,0.735,0.449,1.28527851007504e-261,"Rbfox2"
"Gabrb3",5.81903988100302e-266,0.489341545582436,0.672,0.376,1.62921478588323e-261,"Gabrb3"
"Tbca",1.61258664128176e-265,0.651449932389993,0.848,0.646,4.51492007826068e-261,"Tbca"
"Basp1",5.36666372010454e-265,0.74213442694503,0.851,0.592,1.50255850835487e-260,"Basp1"
"Cmip",7.7071402726984e-265,0.556564017276701,0.799,0.521,2.1578451335501e-260,"Cmip"
"Pura",9.84318459459535e-265,0.582504012142574,0.925,0.74,2.7558948227948e-260,"Pura"
"Smarca2",2.4633138028409e-264,0.599907388343896,0.835,0.597,6.89678598519395e-260,"Smarca2"
"Mapk1",4.97387978576615e-264,0.560878360807793,0.814,0.558,1.39258686241881e-259,"Mapk1"
"Vdac1",5.10551216347463e-264,0.63184414586222,0.88,0.685,1.42944129552963e-259,"Vdac1"
"Nptn",1.95472328224572e-263,0.51814685248134,0.825,0.542,5.47283424563158e-259,"Nptn"
"Ap1s1",3.98731097112085e-263,0.623693128366743,0.786,0.534,1.11636732569441e-258,"Ap1s1"
"AW551984",1.23790504566196e-262,0.631654294476895,0.607,0.329,3.46588654684436e-258,"AW551984"
"Ccl27a",1.59029919833052e-262,0.569833755524952,0.71,0.433,4.45251969548578e-258,"Ccl27a"
"Bex4",2.49319973135343e-262,0.547063312545771,0.707,0.423,6.98046060784334e-258,"Bex4"
"Nop10",2.88374954047544e-262,0.675152877041311,0.852,0.673,8.07392196342313e-258,"Nop10"
"Polr2m",7.41079624149886e-262,0.599829222547552,0.782,0.528,2.07487473169485e-257,"Polr2m"
"Psip1",9.55838580924307e-262,0.637114057041532,0.917,0.781,2.67615685887188e-257,"Psip1"
"Pnmal1",1.47537141618469e-261,0.576000608546307,0.727,0.452,4.13074489103391e-257,"Pnmal1"
"Plcxd3",2.27630768105221e-261,0.565121230087672,0.5,0.234,6.37320624540997e-257,"Plcxd3"
"Dynlrb1",2.90741208314216e-261,0.652316797717934,0.936,0.834,8.14017235038143e-257,"Dynlrb1"
"C1qtnf4",3.32949945579952e-261,0.592071224095647,0.718,0.433,9.32193257634749e-257,"C1qtnf4"
"Slc32a1",3.45686660086293e-261,0.637860098492173,0.709,0.419,9.67853510909603e-257,"Slc32a1"
"Gnas",9.80068454218082e-261,0.821899384045884,0.978,0.955,2.74399565811979e-256,"Gnas"
"Prkar1a",1.45823660695572e-260,0.612143481921883,0.938,0.842,4.08277085215462e-256,"Prkar1a"
"Rab6a",1.81070768978324e-260,0.636143528311701,0.93,0.805,5.0696193898551e-256,"Rab6a"
"Atp1a3",1.8175482779306e-260,0.506761140932504,0.768,0.47,5.0887716685501e-256,"Atp1a3"
"Dnajb6",1.98831148455076e-260,0.644596886095173,0.897,0.747,5.56687449444522e-256,"Dnajb6"
"Nap1l1",4.25847170410407e-260,0.610168246599558,0.845,0.619,1.19228690771506e-255,"Nap1l1"
"Ppp2r1a",6.02275886026848e-260,0.529641675926234,0.887,0.697,1.68625202569797e-255,"Ppp2r1a"
"Ssbp4",1.32803246559397e-258,0.517449224203899,0.726,0.437,3.71822529717e-254,"Ssbp4"
"Grina",9.16171728788386e-258,0.558538745321113,0.861,0.642,2.56509760626172e-253,"Grina"
"Ppp2r2b",2.3218352327378e-257,0.534559124844167,0.715,0.427,6.5006742846193e-253,"Ppp2r2b"
"Zfr",3.72601382959439e-257,0.595822558576925,0.881,0.698,1.04320935200984e-252,"Zfr"
"Atxn10",1.29602436868458e-256,0.601357876747036,0.884,0.7,3.62860902744308e-252,"Atxn10"
"Map7d2",1.81868728711846e-256,0.62218972896435,0.825,0.585,5.09196066647426e-252,"Map7d2"
"Ptms",4.99972289074123e-256,0.605193569957582,0.863,0.65,1.39982241494973e-251,"Ptms"
"Rnf187",5.48131277915887e-256,0.603203165925463,0.883,0.712,1.5346579519089e-251,"Rnf187"
"Napg",8.53123745289616e-256,0.551838336361175,0.727,0.455,2.38857586206187e-251,"Napg"
"Arxes2",3.72253402946583e-255,0.611291461291134,0.782,0.52,1.04223507756984e-250,"Arxes2"
"Ndufa4",4.21354640704191e-255,0.731348381739879,0.964,0.927,1.17970872304359e-250,"Ndufa4"
"Nedd4",6.33977747936031e-255,0.549348436469429,0.915,0.746,1.7750108986713e-250,"Nedd4"
"Ensa",7.98702295325175e-255,0.572336397018318,0.741,0.474,2.23620668645142e-250,"Ensa"
"Hdgfrp3",3.05085133409882e-254,0.565234910298996,0.802,0.563,8.54177356520987e-250,"Hdgfrp3"
"Rrp1",3.32669992175437e-254,0.615371100049825,0.892,0.728,9.31409444092787e-250,"Rrp1"
"Etnk1",4.38359661636657e-254,0.52634924370463,0.873,0.638,1.22731938065031e-249,"Etnk1"
"Slc12a5",5.19929774903572e-254,0.499738572950246,0.721,0.417,1.45569938377502e-249,"Slc12a5"
"Baiap3",1.58484031762953e-253,0.507709373557742,0.662,0.368,4.43723592129915e-249,"Baiap3"
"Dnm1l",5.48948717929172e-253,0.57681542159676,0.782,0.524,1.5369466204581e-248,"Dnm1l"
"Rasgef1a",1.16380718830311e-251,0.473910075996626,0.633,0.344,3.25842736581106e-247,"Rasgef1a"
"Myl12b",1.85486458565648e-251,0.602730212278491,0.837,0.617,5.19324986692101e-247,"Myl12b"
"Pkia",2.91828407336984e-251,0.522486368707851,0.634,0.356,8.17061174862087e-247,"Pkia"
"Prmt2",4.40579598601759e-251,0.705803021544641,0.737,0.486,1.2335347601652e-246,"Prmt2"
"Map9",5.12042104388045e-251,0.504596813118417,0.66,0.373,1.43361548386565e-246,"Map9"
"Slc25a3",2.23606169756311e-250,0.61544729454865,0.932,0.838,6.26052554083719e-246,"Slc25a3"
"Trappc6b",7.31883357819215e-250,0.583500777130364,0.797,0.56,2.04912702522224e-245,"Trappc6b"
"Pebp1",1.14309861006525e-249,0.713860248592595,0.938,0.861,3.20044748846069e-245,"Pebp1"
"Ube2v2",2.16421382181192e-249,0.605790456463222,0.834,0.629,6.05936585830901e-245,"Ube2v2"
"Eno2",1.32588992096971e-248,0.49112631954293,0.773,0.468,3.71222660073099e-244,"Eno2"
"Dzank1",2.41533002902551e-248,0.493022044511538,0.681,0.387,6.76244101526561e-244,"Dzank1"
"Hsp90ab1",1.08998714207894e-247,0.656610680238293,0.994,0.974,3.05174600039263e-243,"Hsp90ab1"
"Prkaca",1.83882025199563e-247,0.567165848869477,0.796,0.557,5.14832894153737e-243,"Prkaca"
"Fam69b",2.0126434664202e-247,0.489480373499957,0.683,0.401,5.63499917728327e-243,"Fam69b"
"Vdac3",4.11878721487862e-247,0.677207101079914,0.864,0.71,1.15317804442172e-242,"Vdac3"
"Cmas",4.34885857804804e-247,0.577398431577368,0.694,0.427,1.21759342468189e-242,"Cmas"
"Gmps",4.82715206724111e-247,0.5389786746061,0.738,0.473,1.35150603578617e-242,"Gmps"
"Gnl3l",1.34229470155273e-246,0.529620209949355,0.742,0.478,3.75815670540732e-242,"Gnl3l"
"Syp",2.14831310801311e-245,0.510242098075291,0.738,0.439,6.01484703981509e-241,"Syp"
"Hypk",4.10195902148794e-245,0.58335098767461,0.809,0.585,1.14846648683619e-240,"Hypk"
"Ap2m1",5.33135715959578e-245,0.619387844469657,0.923,0.811,1.49267337754363e-240,"Ap2m1"
"Rtf1",1.20327489323289e-244,0.579322688269408,0.811,0.601,3.36892904607343e-240,"Rtf1"
"Flywch1",3.99190991268133e-244,0.644115077387737,0.77,0.526,1.11765493735252e-239,"Flywch1"
"Eef1a2",8.00485560255732e-244,0.556662300827475,0.709,0.43,2.241199471604e-239,"Eef1a2"
"Unc80",8.30267456352559e-244,0.474965196036763,0.724,0.431,2.3245828242959e-239,"Unc80"
"Atp5g1",1.62553270023941e-243,0.692730481363891,0.918,0.826,4.55116645413029e-239,"Atp5g1"
"Alg2",3.36087267536448e-243,0.561868950713817,0.739,0.469,9.40977131648546e-239,"Alg2"
"Ngb",5.10130732382447e-243,0.663198620372071,0.502,0.247,1.42826402452438e-238,"Ngb"
"Mapk10",5.72996182236029e-243,0.486767130212309,0.702,0.416,1.60427471102443e-238,"Mapk10"
"Rit2",6.7104111413509e-243,0.593891217571232,0.806,0.534,1.87878091135542e-238,"Rit2"
