"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_symbol"
"Hspa9",5.16341288310449e-36,0.454665066917897,0.755,0.579,1.44565233901159e-31,"Hspa9"
"Zfp451",5.26436278031994e-36,0.321431712737829,0.537,0.315,1.47391629123398e-31,"Zfp451"
"Fuom",5.57036501353797e-36,0.373911145981268,0.499,0.292,1.55959079649036e-31,"Fuom"
"Prr7",5.60597491148673e-36,0.353887620260372,0.522,0.3,1.56956085571805e-31,"Prr7"
"Rusc1",5.62922895168376e-36,0.374416940020345,0.527,0.31,1.57607152189242e-31,"Rusc1"
"Gpr85",5.86587198306141e-36,0.359367164721279,0.516,0.308,1.64232683781753e-31,"Gpr85"
"Tax1bp1",6.51166746726515e-36,0.457864995112284,0.805,0.642,1.8231366574849e-31,"Tax1bp1"
"Tsg101",6.608019292698e-36,0.47784276425809,0.753,0.587,1.85011324156959e-31,"Tsg101"
"Psma6",6.77422472775834e-36,0.499020220296451,0.761,0.616,1.89664743927778e-31,"Psma6"
"Tm2d1",6.80370322658391e-36,0.427624400098837,0.718,0.525,1.90490082937896e-31,"Tm2d1"
"Dnajc15",7.0329557903213e-36,0.440177586752692,0.533,0.333,1.96908696217416e-31,"Dnajc15"
"Prpf19",7.39651534048538e-36,0.425467672760419,0.734,0.547,2.0708763650291e-31,"Prpf19"
"Ccnc",7.51053404451694e-36,0.348005985786354,0.495,0.287,2.10279932178385e-31,"Ccnc"
"Eif1",7.60465856665901e-36,0.503898939810793,0.991,0.976,2.12915230549319e-31,"Eif1"
"Sars",7.70830637557602e-36,0.465439550688782,0.72,0.535,2.15817161903377e-31,"Sars"
"Ttll1",7.80276409494179e-36,0.330565112118184,0.461,0.253,2.1846178913018e-31,"Ttll1"
"Tsr2",8.01186405679885e-36,0.379983447716095,0.53,0.322,2.24316169862254e-31,"Tsr2"
"Nfx1",8.10674536930368e-36,0.361291785607765,0.559,0.344,2.26972656849764e-31,"Nfx1"
"Glrx5",8.34358116322908e-36,0.428514273120269,0.673,0.485,2.33603585408088e-31,"Glrx5"
"B4gat1",9.03012602842559e-36,0.458139404234057,0.715,0.537,2.5282546854386e-31,"B4gat1"
"Zfp638",9.42269635415217e-36,0.400917107891391,0.74,0.531,2.63816652523552e-31,"Zfp638"
"Cetn4",1.0206299315819e-35,0.276299681723013,0.356,0.17,2.85755968244301e-31,"Cetn4"
"Dner",1.08456143187012e-35,0.451630554646958,0.723,0.511,3.03655509694997e-31,"Dner"
"Eny2",1.1164681714785e-35,0.4384623351859,0.654,0.463,3.12588758650549e-31,"Eny2"
"Atcay",1.12145367250436e-35,0.352017548356257,0.528,0.314,3.13984599227769e-31,"Atcay"
"Zkscan16",1.12679053305833e-35,0.207677892987733,0.247,0.098,3.15478813445672e-31,"Zkscan16"
"Dbpht2",1.19573836914727e-35,0.447875355732324,0.559,0.335,3.34782828593852e-31,"Dbpht2"
"Cdip1",1.21869205156695e-35,0.449697680908743,0.728,0.542,3.41209400597715e-31,"Cdip1"
"Stx12",1.22769877882127e-35,0.406687752663383,0.703,0.504,3.43731104094378e-31,"Stx12"
"Nisch",1.23726926447762e-35,0.407967880429724,0.802,0.628,3.46410648668443e-31,"Nisch"
"Myef2",1.24112435661628e-35,0.408759593874029,0.618,0.405,3.47489997365426e-31,"Myef2"
"Hmgn1",1.27798907531836e-35,0.421058554157422,0.753,0.556,3.57811381307633e-31,"Hmgn1"
"Trp53bp1",1.28514053300931e-35,0.336878833469504,0.571,0.343,3.59813646431947e-31,"Trp53bp1"
"Nucb2",1.30874788309598e-35,0.315262172079127,0.396,0.202,3.66423232309213e-31,"Nucb2"
"Ptbp2",1.35944814786545e-35,0.367788305873155,0.619,0.398,3.80618292439368e-31,"Ptbp2"
"Cltc",1.40686201414892e-35,0.445053440037479,0.798,0.622,3.93893226721416e-31,"Cltc"
"Srp19",1.42359057077382e-35,0.431498700019031,0.709,0.516,3.98576888005254e-31,"Srp19"
"Ncs1",1.43038412193589e-35,0.334186133333323,0.504,0.288,4.00478946459611e-31,"Ncs1"
"Pdcd5",1.50429211454127e-35,0.476618385955233,0.787,0.641,4.21171706229264e-31,"Pdcd5"
"Chp1",1.52719186874377e-35,0.355647919216363,0.574,0.359,4.27583179410881e-31,"Chp1"
"Mrps18a",1.54248195340271e-35,0.448825449618526,0.639,0.447,4.31864097313692e-31,"Mrps18a"
"Psmd14",1.61581759976617e-35,0.461086941728174,0.703,0.525,4.52396611582532e-31,"Psmd14"
"Setd5",1.92022540025973e-35,0.354633422485821,0.595,0.383,5.3762470756472e-31,"Setd5"
"Trpc5",2.00469690262613e-35,0.330553011076431,0.312,0.142,5.61275038797264e-31,"Trpc5"
"BC031181",2.07397020030447e-35,0.509357594528969,0.843,0.74,5.80670176681246e-31,"BC031181"
"Rpl39",2.08915574079846e-35,0.621178104112783,0.886,0.802,5.84921824308754e-31,"Rpl39"
"Tomm34",2.18858742884225e-35,0.390932023180692,0.557,0.353,6.12760708327253e-31,"Tomm34"
"Cd99l2",2.3338283665818e-35,0.365424112883856,0.548,0.335,6.53425266075573e-31,"Cd99l2"
"Sh3bgrl",2.39352718746782e-35,0.444811301543876,0.551,0.345,6.70139741947239e-31,"Sh3bgrl"
"Herc1",2.40663733721096e-35,0.391109110689113,0.699,0.482,6.73810321672324e-31,"Herc1"
"Lmo3",2.59668301956571e-35,0.364551194703054,0.339,0.161,7.27019311818009e-31,"Lmo3"
"Pnn",2.60421701983239e-35,0.408221877854284,0.795,0.613,7.29128681212672e-31,"Pnn"
"Khdrbs1",2.73292803483058e-35,0.41285824471581,0.747,0.561,7.65165191191865e-31,"Khdrbs1"
"Blmh",2.77256320989835e-35,0.390442263981531,0.615,0.408,7.7626224750734e-31,"Blmh"
"Rab11fip2",2.89724932890034e-35,0.37040319249354,0.577,0.368,8.11171867105518e-31,"Rab11fip2"
"Thyn1",3.04048447179799e-35,0.369714791969714,0.566,0.352,8.51274842414002e-31,"Thyn1"
"P4htm",3.10051676646819e-35,0.349671565438673,0.597,0.379,8.68082684275765e-31,"P4htm"
"Nae1",3.10443375288798e-35,0.385438077405089,0.633,0.42,8.69179362133576e-31,"Nae1"
"Cul1",3.26409040991127e-35,0.415345707082809,0.689,0.494,9.13880032966957e-31,"Cul1"
"Kidins220",3.33243363300468e-35,0.383931383112927,0.574,0.365,9.3301476856865e-31,"Kidins220"
"Dda1",3.49758099449183e-35,0.470985645526831,0.661,0.483,9.79252726837823e-31,"Dda1"
"Foxp2",3.71303749199184e-35,0.562618075970077,0.298,0.135,1.03957623700788e-30,"Foxp2"
"Pithd1",3.77920042904878e-35,0.454581654574748,0.703,0.508,1.05810053612508e-30,"Pithd1"
"Psmb4",4.3406793787813e-35,0.495717183546685,0.782,0.627,1.21530341247119e-30,"Psmb4"
"Ormdl3",4.46688225722906e-35,0.354830516069924,0.549,0.338,1.25063769437899e-30,"Ormdl3"
"Dalrd3",4.71252384928607e-35,0.349288711827391,0.542,0.328,1.31941242732311e-30,"Dalrd3"
"Ostc",4.99511893047503e-35,0.48110787256309,0.709,0.537,1.3985333981544e-30,"Ostc"
"Cyb5r3",5.22755996454085e-35,0.370941677335457,0.581,0.363,1.46361223887215e-30,"Cyb5r3"
"Dync2h1",5.5922536039764e-35,0.343611423767074,0.514,0.3,1.56571916404131e-30,"Dync2h1"
"Mapk9",5.72405816214319e-35,0.347502385096549,0.522,0.308,1.60262180423685e-30,"Mapk9"
"Copg2",5.83529782628613e-35,0.341750248496464,0.487,0.281,1.63376668540359e-30,"Copg2"
"2610301B20Rik",5.84027590833944e-35,0.37670698288153,0.507,0.298,1.63516044881688e-30,"2610301B20Rik"
"Calr",5.85143146758359e-35,0.440816481470652,0.868,0.723,1.63828378229405e-30,"Calr"
"Ccdc112",6.06665736928458e-35,0.291077225876073,0.381,0.192,1.6985427302523e-30,"Ccdc112"
"Plppr3",6.25117587536745e-35,0.331095176336157,0.502,0.288,1.75020422158538e-30,"Plppr3"
"Smim14",6.86925007336831e-35,0.475449861701746,0.831,0.705,1.92325263554166e-30,"Smim14"
"Eif3e",6.88872266328283e-35,0.486500730050927,0.755,0.583,1.92870457126593e-30,"Eif3e"
"Rbbp6",6.93200172576762e-35,0.405439251132664,0.723,0.523,1.94082184318042e-30,"Rbbp6"
"Unc119",6.9897210746806e-35,0.288010699836816,0.365,0.18,1.95698210648908e-30,"Unc119"
"Pten",7.26200462981583e-35,0.375422156215774,0.61,0.397,2.03321605625584e-30,"Pten"
"Dpm2",7.40380534546614e-35,0.374626794983137,0.578,0.369,2.07291742062361e-30,"Dpm2"
"Isca1",7.76291429820027e-35,0.380462707509475,0.559,0.346,2.17346074521011e-30,"Isca1"
"Sap18",8.05829860366001e-35,0.422428301671467,0.76,0.586,2.25616244305273e-30,"Sap18"
"Smyd2",8.2942162686623e-35,0.330476343294502,0.446,0.244,2.32221467090007e-30,"Smyd2"
"Pabpn1",8.42450144030832e-35,0.40720657896737,0.664,0.457,2.35869191325752e-30,"Pabpn1"
"Brwd1",8.42625581264941e-35,0.387373060284352,0.618,0.413,2.35918310242558e-30,"Brwd1"
"Pdha1",8.64961196132307e-35,0.352317160807433,0.661,0.44,2.42171835693123e-30,"Pdha1"
"B3galt6",8.88955548284712e-35,0.254871828898862,0.326,0.152,2.48889774408754e-30,"B3galt6"
"Brd3",9.39253070296446e-35,0.336987253684155,0.534,0.321,2.62972074621599e-30,"Brd3"
"Pfkm",9.54481161676363e-35,0.349866045182246,0.571,0.353,2.67235635646148e-30,"Pfkm"
"Srek1ip1",9.55062848423438e-35,0.329391242015575,0.472,0.265,2.67398496301594e-30,"Srek1ip1"
"Scrn1",9.59865482355544e-35,0.403515469848655,0.644,0.426,2.68743137749905e-30,"Scrn1"
"Fbxw2",1.00053180981745e-34,0.362998308690218,0.606,0.387,2.80128896112689e-30,"Fbxw2"
"Lyrm2",1.07634939995543e-34,0.336250722577359,0.478,0.277,3.01356304999522e-30,"Lyrm2"
"Dgcr6",1.08488371296247e-34,0.378985932765786,0.591,0.384,3.03745741955233e-30,"Dgcr6"
"Dlgap1",1.09119260712084e-34,0.440371619668169,0.583,0.363,3.05512106141692e-30,"Dlgap1"
"Snrpe",1.1053849111428e-34,0.430231149472242,0.677,0.482,3.09485667421762e-30,"Snrpe"
"Cul5",1.10926080557994e-34,0.372033307219416,0.674,0.47,3.10570840346272e-30,"Cul5"
"Rnd1",1.13500826152611e-34,0.289905736619827,0.304,0.139,3.17779613062079e-30,"Rnd1"
"Abcc5",1.17056663793009e-34,0.360618065141133,0.61,0.396,3.27735247287668e-30,"Abcc5"
"Sod2",1.22950092616537e-34,0.444011271617533,0.747,0.564,3.4423566930778e-30,"Sod2"
"Tmed9",1.26389773728949e-34,0.442031716590209,0.782,0.63,3.53866088486311e-30,"Tmed9"
"Pde4d",1.35365875506333e-34,0.299856450495642,0.4,0.21,3.78997378242631e-30,"Pde4d"
"Rpn1",1.39189599038862e-34,0.420847666519275,0.717,0.525,3.89703039389006e-30,"Rpn1"
"Larp4b",1.44991570336178e-34,0.321027898262973,0.559,0.34,4.0594739862723e-30,"Larp4b"
"Zfp622",1.62384644196312e-34,0.363962233839732,0.502,0.3,4.54644526820836e-30,"Zfp622"
"Pef1",1.65222220802134e-34,0.348471759234181,0.482,0.281,4.62589173801815e-30,"Pef1"
"Armcx5",1.71891302356962e-34,0.314138396839666,0.505,0.293,4.81261268339022e-30,"Armcx5"
"Rap2b",1.80850322490724e-34,0.366673684793053,0.475,0.27,5.06344732909529e-30,"Rap2b"
"Apex1",1.82596716050568e-34,0.421641587184643,0.556,0.352,5.1123428559838e-30,"Apex1"
"Actr3b",2.02460101435353e-34,0.282081659827009,0.393,0.199,5.668477919987e-30,"Actr3b"
"Stx16",2.22634447813747e-34,0.379323812553539,0.591,0.382,6.23331926988928e-30,"Stx16"
"Naa50",2.23634348515303e-34,0.363094671877201,0.603,0.397,6.26131448973144e-30,"Naa50"
"Sox11",2.31893425177185e-34,0.366579613780352,0.466,0.261,6.49255211811083e-30,"Sox11"
"0610012G03Rik",2.49344381573269e-34,0.441418405238506,0.689,0.502,6.98114399528838e-30,"0610012G03Rik"
"Hspbp1",2.50477290186491e-34,0.352784355343065,0.569,0.357,7.01286317064138e-30,"Hspbp1"
"Atp2a2",2.5531660330022e-34,0.400451132025073,0.766,0.572,7.14835425919957e-30,"Atp2a2"
"Rps3",2.70662897320177e-34,0.581452738660529,0.95,0.891,7.57801979917031e-30,"Rps3"
"Cfl1",2.73202046664111e-34,0.488077714715896,0.97,0.939,7.64911090250179e-30,"Cfl1"
"Nrbp1",2.99716381436599e-34,0.370478616596085,0.543,0.336,8.39145924746189e-30,"Nrbp1"
"Ppp2r4",2.99860935541358e-34,0.381142707656343,0.679,0.468,8.39550647328695e-30,"Ppp2r4"
"Pdcd4",3.07906404523055e-34,0.400017686490311,0.636,0.411,8.62076351383648e-30,"Pdcd4"
"Pak1ip1",3.10187344271229e-34,0.37458010145942,0.577,0.368,8.68462526490588e-30,"Pak1ip1"
"Kpna1",3.10476792798801e-34,0.357877500124127,0.549,0.343,8.69272924478083e-30,"Kpna1"
"Ddhd2",3.10516328479532e-34,0.330083052586864,0.518,0.307,8.69383616476993e-30,"Ddhd2"
"Rnf6",3.21872426622423e-34,0.34783272304238,0.539,0.326,9.01178420057461e-30,"Rnf6"
"Tcp1",3.29310445425655e-34,0.459601918554074,0.756,0.587,9.22003385102748e-30,"Tcp1"
"Prlr",3.38324973391646e-34,0.43916300114727,0.377,0.193,9.4724226050193e-30,"Prlr"
"Mrpl38",3.39165086534507e-34,0.375408025164151,0.607,0.393,9.49594409279312e-30,"Mrpl38"
"Camk2a",3.4645521582284e-34,0.316282264360393,0.484,0.27,9.70005313260788e-30,"Camk2a"
"Elovl4",3.49766575777138e-34,0.354480415705981,0.53,0.323,9.79276458860832e-30,"Elovl4"
"Meis2",3.77491748094401e-34,0.774657137165493,0.411,0.227,1.0569013963147e-29,"Meis2"
"Dut",3.90588721255694e-34,0.340561099458571,0.492,0.288,1.09357030177169e-29,"Dut"
"1110059E24Rik",4.06358388414539e-34,0.35463802225778,0.524,0.315,1.13772221588303e-29,"1110059E24Rik"
"5730455P16Rik",4.07698399122027e-34,0.345033414637682,0.511,0.301,1.14147397786185e-29,"5730455P16Rik"
"Rps24",4.39647856916083e-34,0.613088097391976,0.895,0.815,1.23092606979365e-29,"Rps24"
"Cgref1",4.51594243230626e-34,0.285813838774442,0.344,0.167,1.26437356219711e-29,"Cgref1"
"Phb",4.61001889656452e-34,0.458337370850658,0.686,0.509,1.29071309066014e-29,"Phb"
"Mboat7",4.75639607616493e-34,0.39423527744143,0.638,0.426,1.33169577340466e-29,"Mboat7"
"Timp2",4.80268789252666e-34,0.449956119333808,0.82,0.64,1.34465655614961e-29,"Timp2"
"Pgrmc2",5.02110991408138e-34,0.388938557277763,0.571,0.362,1.40581035374451e-29,"Pgrmc2"
"Ric3",5.02151829414238e-34,0.353377150083898,0.54,0.323,1.40592469199398e-29,"Ric3"
"Spock3",5.09660053824853e-34,0.466552426451456,0.766,0.577,1.42694621869882e-29,"Spock3"
"1700001L19Rik",5.11471864054125e-34,0.330517178472336,0.352,0.173,1.43201892497874e-29,"1700001L19Rik"
"1110004E09Rik",5.14253720405934e-34,0.315564460529511,0.496,0.285,1.43980756639254e-29,"1110004E09Rik"
"Gnb1",5.3855752112871e-34,0.596329575808994,0.866,0.702,1.50785334765616e-29,"Gnb1"
"S100a16",5.69274304078898e-34,-0.804459294340974,0.16,0.377,1.5938541965601e-29,"S100a16"
"Aco2",6.0266154726633e-34,0.378290832052111,0.79,0.607,1.68733180003627e-29,"Aco2"
"Zcchc10",6.08236832948942e-34,0.25830570703871,0.349,0.171,1.70294148489045e-29,"Zcchc10"
"Shank1",6.28066403595015e-34,0.320268031021427,0.447,0.247,1.75846031678532e-29,"Shank1"
"Lancl1",6.40490150019487e-34,0.38821348679927,0.601,0.403,1.79324432202456e-29,"Lancl1"
"Eif4g1",6.48774355177948e-34,0.37368133947599,0.673,0.48,1.81643843962722e-29,"Eif4g1"
"Tra2b",6.52235300377377e-34,0.39652941815935,0.799,0.626,1.82612839399658e-29,"Tra2b"
"Pfdn6",6.69349738345349e-34,0.425088662429302,0.706,0.52,1.87404539741931e-29,"Pfdn6"
"Psmd8",6.95933612328978e-34,0.445060052562682,0.712,0.536,1.94847492779867e-29,"Psmd8"
"Hint2",6.99292480384096e-34,0.402422573579064,0.633,0.439,1.95787908657939e-29,"Hint2"
"Rsl1d1",7.56791854153389e-34,0.423824858672538,0.696,0.516,2.11886583325866e-29,"Rsl1d1"
"Gm10073",8.0046517230781e-34,0.497803816911568,0.661,0.478,2.24114238942741e-29,"Gm10073"
"Cnot7",8.16896252490126e-34,0.380252759887654,0.598,0.396,2.28714612772186e-29,"Cnot7"
"Psmc2",8.20754773893939e-34,0.441719785310509,0.766,0.584,2.29794921594825e-29,"Psmc2"
"Lnp",8.26109989710428e-34,0.370908082261469,0.623,0.405,2.31294274919126e-29,"Lnp"
"Dlx5",8.83127111096344e-34,0.326746222143401,0.355,0.176,2.47257928564755e-29,"Dlx5"
"Esf1",8.852792953934e-34,0.373775514523375,0.626,0.422,2.47860497124244e-29,"Esf1"
"Rab11a",8.8794762545698e-34,0.440138258512681,0.79,0.626,2.48607576175445e-29,"Rab11a"
"Plxnc1",9.44884761348067e-34,0.292651101833161,0.388,0.199,2.64548835482232e-29,"Plxnc1"
"Brd8",9.58653122812265e-34,0.365268034535116,0.645,0.43,2.68403701324978e-29,"Brd8"
"Bloc1s6",9.8309700863606e-34,0.293613456806609,0.396,0.207,2.75247500477924e-29,"Bloc1s6"
"Spryd7",9.86387450481967e-34,0.338641722982542,0.508,0.299,2.76168758385941e-29,"Spryd7"
"Elof1",9.92782446024466e-34,0.410435048143982,0.616,0.417,2.7795922923793e-29,"Elof1"
"Rrp7a",1.00462541586327e-33,0.380227650108666,0.574,0.359,2.81275023933398e-29,"Rrp7a"
"Gopc",1.2180599225819e-33,0.295730620186903,0.411,0.22,3.4103241712448e-29,"Gopc"
"Psma2",1.26062521618408e-33,0.513374332844535,0.82,0.716,3.52949848027219e-29,"Psma2"
"Srsf10",1.26332861447172e-33,0.357726931062285,0.67,0.465,3.53706745479793e-29,"Srsf10"
"Snf8",1.39229832678793e-33,0.427525415410981,0.598,0.41,3.89815685534085e-29,"Snf8"
"2310061I04Rik",1.58188879343118e-33,0.360938528513604,0.562,0.349,4.42897224384861e-29,"2310061I04Rik"
"Necab2",1.72588844099378e-33,0.409591660333668,0.42,0.227,4.83214245709438e-29,"Necab2"
"Mkl2",1.73388150162042e-33,0.399384061530155,0.551,0.34,4.85452142823685e-29,"Mkl2"
"Rmst",1.77671939411503e-33,0.45471694274939,0.385,0.202,4.97445895964327e-29,"Rmst"
"Yme1l1",1.80994926882231e-33,0.411406664226749,0.618,0.409,5.06749596284869e-29,"Yme1l1"
"Eif3f",1.89159875879102e-33,0.431946958282337,0.819,0.68,5.2960982048631e-29,"Eif3f"
"Plppr1",1.95102320742e-33,0.352401078822344,0.429,0.234,5.46247477613452e-29,"Plppr1"
"Fbxw7",1.96579803689195e-33,0.353109548183012,0.519,0.306,5.50384134369007e-29,"Fbxw7"
"Mapk8ip3",2.13050939222257e-33,0.385663710197299,0.668,0.467,5.96500019634474e-29,"Mapk8ip3"
"Rhof",2.15774038107052e-33,0.233141110677693,0.324,0.152,6.04124151892123e-29,"Rhof"
"Actr1b",2.28406661288195e-33,0.385067524072685,0.647,0.441,6.39492970274688e-29,"Actr1b"
"Atp6v1g1",2.4664993046959e-33,0.51635375065025,0.883,0.814,6.90570475328758e-29,"Atp6v1g1"
"Cops5",2.46794336064106e-33,0.415317913321764,0.673,0.484,6.90974782112285e-29,"Cops5"
"Lor",2.49414488877715e-33,0.285502104756508,0.365,0.184,6.98310685959827e-29,"Lor"
"Ap3m2",2.5126870152203e-33,0.342235110562034,0.422,0.233,7.03502110521379e-29,"Ap3m2"
"Ift20",2.57050320354226e-33,0.402701359655521,0.723,0.539,7.19689486927763e-29,"Ift20"
"Ptges3",2.71046106930482e-33,0.448355485884223,0.753,0.591,7.58874890183963e-29,"Ptges3"
"Rasgrp1",2.73923388196528e-33,0.404047021239453,0.414,0.223,7.6693070227264e-29,"Rasgrp1"
"Ehbp1l1",2.84519700501122e-33,0.269865113111837,0.35,0.172,7.9659825746304e-29,"Ehbp1l1"
"Cnot4",2.89745465619808e-33,0.383561860036118,0.674,0.48,8.11229354642337e-29,"Cnot4"
"Vbp1",2.91522916574513e-33,0.49245290584064,0.75,0.6,8.16205861825322e-29,"Vbp1"
"Psmc6",3.09552102487877e-33,0.436538957391357,0.686,0.507,8.66683976545557e-29,"Psmc6"
"Smyd3",3.09855411027591e-33,0.307956589954015,0.431,0.237,8.6753317979505e-29,"Smyd3"
"Canx",3.13997313891879e-33,0.452843929651442,0.895,0.808,8.79129679434482e-29,"Canx"
"Atrx",3.24127383627531e-33,0.41109973230746,0.833,0.675,9.07491848680362e-29,"Atrx"
"March1",3.28468618555858e-33,0.408066790844255,0.516,0.313,9.19646438232692e-29,"March1"
"Ccdc184",3.61397335464508e-33,0.289736083058154,0.417,0.222,1.01184025983353e-28,"Ccdc184"
"Prpf4b",3.99662429107379e-33,0.39954511489941,0.752,0.564,1.11897486901484e-28,"Prpf4b"
"Fam104a",4.03919916856138e-33,0.36108580918293,0.65,0.435,1.13089498321381e-28,"Fam104a"
"Ppp1r12a",4.16260728063653e-33,0.362968058403708,0.61,0.403,1.16544678643262e-28,"Ppp1r12a"
"Ccdc106",4.68014906596968e-33,0.33151236825037,0.412,0.226,1.31034813549019e-28,"Ccdc106"
"Aimp1",4.78842968573525e-33,0.410153253047574,0.664,0.472,1.34066454341216e-28,"Aimp1"
"Rpl30",5.18905330512744e-33,0.513433879449135,0.842,0.75,1.45283114436958e-28,"Rpl30"
"Syt13",5.2073835903154e-33,0.389173674809867,0.534,0.321,1.45796325761651e-28,"Syt13"
"Bag5",5.48043903987533e-33,0.344731692025633,0.518,0.318,1.53441332238429e-28,"Bag5"
"Grpel1",6.23515965127344e-33,0.398164616697022,0.635,0.438,1.74571999916354e-28,"Grpel1"
"Scg3",6.26016342583913e-33,0.392233040149365,0.636,0.426,1.75272055596644e-28,"Scg3"
"Cdkl2",6.27728456267872e-33,0.300995361031344,0.396,0.207,1.75751413185879e-28,"Cdkl2"
"Pdcd7",6.37333935180748e-33,0.341411935268694,0.463,0.267,1.78440755171906e-28,"Pdcd7"
"Emb",6.88951267060458e-33,0.314547134299764,0.403,0.214,1.92892575751587e-28,"Emb"
"Pde1b",7.05483103695248e-33,0.36522044811334,0.385,0.202,1.97521159372596e-28,"Pde1b"
"Fam174a",8.24434536670015e-33,0.456956822329465,0.776,0.617,2.30825181576871e-28,"Fam174a"
"Actr6",8.34651141323795e-33,0.366220956715811,0.511,0.312,2.33685626547836e-28,"Actr6"
"Cdc37",8.60959672074762e-33,0.429802768211086,0.737,0.568,2.41051488987492e-28,"Cdc37"
"Ap2b1",9.44230753604959e-33,0.396538197046832,0.647,0.448,2.64365726394316e-28,"Ap2b1"
"Gng13",9.4914179091444e-33,0.354900553387305,0.364,0.187,2.65740718620225e-28,"Gng13"
"Marcksl1",9.68283766882957e-33,0.485065774869985,0.869,0.767,2.7110008905189e-28,"Marcksl1"
"Ndufaf5",9.75582227697769e-33,0.339122611253336,0.412,0.229,2.73143512110821e-28,"Ndufaf5"
"Scn9a",9.94085943883188e-33,0.427644361413873,0.437,0.245,2.78324182568415e-28,"Scn9a"
"Cspg5",1.0096068741579e-32,0.290031139004961,0.77,0.557,2.8266973262673e-28,"Cspg5"
"Mrpl44",1.06923172457241e-32,0.298944777618281,0.422,0.23,2.99363498245784e-28,"Mrpl44"
"Scn1b",1.07272369165992e-32,0.376756541435684,0.478,0.279,3.00341179190945e-28,"Scn1b"
"Sdcbp",1.1144424588708e-32,0.463306805710163,0.708,0.539,3.12021599634647e-28,"Sdcbp"
"Ndfip1",1.11512029692656e-32,0.427446177627243,0.54,0.348,3.12211380733499e-28,"Ndfip1"
"B9d2",1.14897285374324e-32,0.298864046139893,0.374,0.195,3.21689419591033e-28,"B9d2"
"Yaf2",1.23812807843239e-32,0.444909184298401,0.645,0.46,3.466510993995e-28,"Yaf2"
"Synj2bp",1.26543555152805e-32,0.343048709432497,0.519,0.317,3.54296645716823e-28,"Synj2bp"
"Ica1",1.26684807422266e-32,0.27183594797689,0.382,0.198,3.54692123820861e-28,"Ica1"
"Eif3c",1.26962246759101e-32,0.427545969960083,0.769,0.623,3.5546889847613e-28,"Eif3c"
"Arpc3",1.29089983907132e-32,0.443687164410773,0.714,0.532,3.61426136943188e-28,"Arpc3"
"Chmp2a",1.29581252890898e-32,0.449594507304892,0.795,0.668,3.62801591843936e-28,"Chmp2a"
"Gskip",1.32449786677395e-32,0.351680565161859,0.475,0.279,3.70832912739372e-28,"Gskip"
"Cntn1",1.35313776842155e-32,0.439101158508905,0.807,0.588,3.78851512402667e-28,"Cntn1"
"Rtcb",1.36796692420687e-32,0.443523102572736,0.644,0.462,3.8300337943944e-28,"Rtcb"
"Baiap2",1.37034261844295e-32,0.481207389250679,0.549,0.343,3.83668526311657e-28,"Baiap2"
"Ahsa1",1.40767901982626e-32,0.438189452353863,0.764,0.598,3.94121971970955e-28,"Ahsa1"
"Ppp1r7",1.45961722248183e-32,0.404148028025071,0.572,0.375,4.08663629950463e-28,"Ppp1r7"
"Sssca1",1.46555572838681e-32,0.3850311543505,0.577,0.38,4.1032629283374e-28,"Sssca1"
"Rpl5",1.47173146582304e-32,0.435726741286487,0.825,0.684,4.12055375801136e-28,"Rpl5"
"Llph",1.60187697183763e-32,0.375406118462866,0.613,0.417,4.484935145751e-28,"Llph"
"Pum1",1.75252508287434e-32,0.325526020614805,0.601,0.386,4.90671972703159e-28,"Pum1"
"Id4",1.79034399643962e-32,0.397111374139763,0.422,0.226,5.01260512123164e-28,"Id4"
"Zmym5",1.82122680022773e-32,0.346491839691935,0.524,0.324,5.09907079527761e-28,"Zmym5"
"Dhx36",1.84670539468546e-32,0.379919587891131,0.659,0.452,5.17040576404036e-28,"Dhx36"
"Kif2a",1.88017015544596e-32,0.372371002307387,0.545,0.346,5.2641004012176e-28,"Kif2a"
"Exosc7",1.91552651835891e-32,0.331549386951666,0.551,0.344,5.36309114610126e-28,"Exosc7"
"Babam1",1.94273877405456e-32,0.342925371022356,0.524,0.317,5.43928001959797e-28,"Babam1"
"Cnksr2",1.97097535719934e-32,0.301370436831971,0.381,0.197,5.51833680508672e-28,"Cnksr2"
"Pcnp",2.04240903574674e-32,0.447842997360658,0.744,0.598,5.71833681828373e-28,"Pcnp"
"Ube2d3",2.07238836081101e-32,0.425383208310239,0.878,0.785,5.80227293259865e-28,"Ube2d3"
"Nsfl1c",2.09270775310637e-32,0.415515011039252,0.696,0.505,5.85916316714723e-28,"Nsfl1c"
"Ncor1",2.16753321707432e-32,0.397393542839542,0.755,0.586,6.06865950116469e-28,"Ncor1"
"Ap1ar",2.19449192293153e-32,0.3128621089929,0.51,0.305,6.1441384858237e-28,"Ap1ar"
"Camk1",2.23773587936476e-32,0.448313849721522,0.676,0.491,6.26521291504545e-28,"Camk1"
"Nus1",2.2745645378196e-32,0.331559068752501,0.597,0.391,6.36832579298732e-28,"Nus1"
"Use1",2.27693790505913e-32,0.431072488172385,0.667,0.472,6.37497074658456e-28,"Use1"
"Casd1",2.31302876575795e-32,0.348858276649748,0.514,0.311,6.47601793836911e-28,"Casd1"
"Strap",2.32368067417652e-32,0.393738936283748,0.674,0.5,6.50584115155941e-28,"Strap"
