"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_symbol"
"Oprd1",0,1.02647221136119,1,0,0,"Oprd1"
"A830036E02Rik",1.20112332341621e-34,0.365878108036682,0.198,0.017,3.36290508090072e-30,"A830036E02Rik"
"Ngef",1.02993414157947e-26,0.87207005040201,0.741,0.245,2.8836096095942e-22,"Ngef"
"Adora2a",1.26540087842851e-26,1.09771613836343,0.259,0.037,3.54286937942415e-22,"Adora2a"
"Upb1",1.47432022426651e-26,0.641154560889621,0.173,0.017,4.12780176390137e-22,"Upb1"
"Kcnip2",2.34078085113135e-24,0.827501212284791,0.58,0.172,6.55371822699756e-20,"Kcnip2"
"Ppp3ca",1.17481790408704e-23,1.43355509775485,1,0.773,3.28925516786291e-19,"Ppp3ca"
"Map2k1",1.01738243882302e-22,1.19349020811622,0.963,0.649,2.84846735221668e-18,"Map2k1"
"Calm2",1.18160364722188e-22,1.22114466161259,1,0.983,3.30825389149182e-18,"Calm2"
"Nsg2",4.78207526631998e-22,1.03097929004197,0.988,0.605,1.33888543306427e-17,"Nsg2"
"Atp1b1",7.11760354701751e-22,1.18785908092852,1,0.793,1.99278664109396e-17,"Atp1b1"
"Tmem158",3.77029885677189e-21,1.27908901872172,0.914,0.515,1.055608273919e-16,"Tmem158"
"Nap1l1",5.40613444746401e-21,0.999724605851383,0.951,0.642,1.51360952260097e-16,"Nap1l1"
"Necab2",6.50461036231002e-21,0.907440930807862,0.63,0.23,1.82116080923956e-16,"Necab2"
"Camk2b",7.19454468464072e-21,0.960670030780808,0.975,0.607,2.01432862080571e-16,"Camk2b"
"Plppr4",8.24555449269936e-21,0.888061506545714,0.852,0.415,2.30859034686597e-16,"Plppr4"
"C2cd2l",1.66808800349457e-20,0.61600079969403,0.667,0.242,4.6703127921841e-16,"C2cd2l"
"Rasgef1a",2.25495144067071e-20,0.768914054633655,0.815,0.373,6.31341304358985e-16,"Rasgef1a"
"Jakmip1",5.45340909606805e-20,0.717580696628469,0.778,0.33,1.52684547871713e-15,"Jakmip1"
"Atp6v1g2",8.69029786287463e-20,1.13058430972464,0.938,0.612,2.43310959564764e-15,"Atp6v1g2"
"Pkm",9.95654154303234e-20,1.10252750706466,0.988,0.877,2.7876325012182e-15,"Pkm"
"Gpm6a",1.39137242950073e-19,1.00884604007295,1,0.781,3.89556452811615e-15,"Gpm6a"
"Cpne5",1.80036272165208e-19,1.05801163130433,0.691,0.282,5.04065554808148e-15,"Cpne5"
"Rab3a",2.91117584299943e-19,1.16002718708953,1,0.796,8.15071012522981e-15,"Rab3a"
"Stk32c",3.51930566409962e-19,0.806716832375281,0.704,0.303,9.85335199834611e-15,"Stk32c"
"2900011O08Rik",4.07727246232482e-19,0.82725192616194,0.901,0.485,1.1415547440017e-14,"2900011O08Rik"
"Jsrp1",4.26147965756218e-19,0.386991705914061,0.222,0.036,1.19312907452426e-14,"Jsrp1"
"Gria2",8.45858887381122e-19,0.959918438902374,0.975,0.75,2.36823571288967e-14,"Gria2"
"6330403K07Rik",8.98367497871575e-19,1.31435837845077,0.988,0.805,2.51524932054084e-14,"6330403K07Rik"
"Chn1",1.13169747079348e-18,1.10734008353636,0.901,0.529,3.16852657872758e-14,"Chn1"
"Meg3",1.30125476333556e-18,1.08621142220463,1,0.857,3.6432530863869e-14,"Meg3"
"Snap25",1.6183192541473e-18,1.10652109542563,1,0.755,4.5309702477616e-14,"Snap25"
"Calm1",2.26822306448361e-18,1.0211257368976,1,0.984,6.35057093594121e-14,"Calm1"
"Bex2",2.45828108077434e-18,1.05976273577018,1,0.871,6.88269536995199e-14,"Bex2"
"Ap1s1",3.39320318491818e-18,0.931485692177471,0.877,0.56,9.50029027713392e-14,"Ap1s1"
"Car11",3.78705242196829e-18,1.05599444000435,0.728,0.356,1.06029893710268e-13,"Car11"
"Chst1",3.84858510005335e-18,0.890183324254225,0.802,0.407,1.07752685631294e-13,"Chst1"
"Ddn",4.10876068899078e-18,0.47632895857253,0.321,0.073,1.15037081770364e-13,"Ddn"
"Serp2",4.38531515863356e-18,0.909441455240243,0.951,0.557,1.22780053811422e-13,"Serp2"
"Nsg1",4.46416539328437e-18,1.11613642860679,0.951,0.713,1.24987702681176e-13,"Nsg1"
"Ly6h",5.62779955304823e-18,1.14840883704561,0.988,0.798,1.57567131886244e-13,"Ly6h"
"Ptms",8.81349944924102e-18,0.953026076555945,0.938,0.672,2.4676035757985e-13,"Ptms"
"Chchd10",1.27403544810149e-17,0.966585123697125,0.975,0.689,3.56704444759456e-13,"Chchd10"
"Slc22a17",1.49572069014567e-17,0.870505792693301,0.988,0.843,4.18771878826984e-13,"Slc22a17"
"Akap5",1.54128052267269e-17,0.621146459827598,0.469,0.143,4.315277207379e-13,"Akap5"
"Rtn1",1.92977927317259e-17,1.14631346996097,1,0.846,5.40299600902862e-13,"Rtn1"
"Ndufa4",2.1490560504462e-17,1.05588241755516,1,0.931,6.01692713003926e-13,"Ndufa4"
"Negr1",2.52640507918918e-17,0.917878105012251,0.889,0.502,7.07342894071387e-13,"Negr1"
"Mdh1",3.66281028405198e-17,1.06517431827525,0.988,0.888,1.02551362332887e-12,"Mdh1"
"Atp6v1d",3.85803210135597e-17,0.857154650141072,0.963,0.738,1.08017182773764e-12,"Atp6v1d"
"Celf4",3.9273351830349e-17,1.00631165264579,0.988,0.665,1.09957530454611e-12,"Celf4"
"Map9",4.53851034038803e-17,0.703371479620771,0.852,0.403,1.27069212510184e-12,"Map9"
"Dnajb6",5.89904092573159e-17,0.908917507407426,0.963,0.763,1.65161347838633e-12,"Dnajb6"
"Eif4a2",5.9485687301145e-17,1.03258324996555,1,0.912,1.66548027305746e-12,"Eif4a2"
"Camkv",5.96382682604422e-17,0.906161340856366,0.741,0.363,1.66975223475586e-12,"Camkv"
"Ndrg4",6.87230732331312e-17,0.884266694798661,1,0.678,1.92410860438121e-12,"Ndrg4"
"Atp5a1",7.14222421226123e-17,0.906236886264638,0.988,0.847,1.9996799349489e-12,"Atp5a1"
"Kifap3",7.21516510081482e-17,0.867121803716965,0.951,0.619,2.02010192492613e-12,"Kifap3"
"Rgs17",7.47022285297586e-17,0.963950051349173,0.864,0.498,2.09151299437618e-12,"Rgs17"
"Celf2",9.47104224443328e-17,1.03360321304968,0.889,0.555,2.65170240759643e-12,"Celf2"
"Tspan7",9.65863344988354e-17,0.987087566412141,0.963,0.765,2.70422419329839e-12,"Tspan7"
"Actl6b",1.20512664600419e-16,0.69942085228732,0.728,0.343,3.37411358348254e-12,"Actl6b"
"Pianp",1.21503861367454e-16,0.764060127752693,0.84,0.457,3.40186511056597e-12,"Pianp"
"Ywhaz",1.28637771602143e-16,0.844934252527204,0.988,0.759,3.60160032931681e-12,"Ywhaz"
"Cplx2",1.43050370867433e-16,0.83675044335115,0.753,0.372,4.0051242835464e-12,"Cplx2"
"Trim46",1.83499742540138e-16,0.412330542806855,0.481,0.152,5.13762579163878e-12,"Trim46"
"Lmo3",2.05054118352472e-16,0.540391940362662,0.506,0.164,5.7411052056325e-12,"Lmo3"
"Atpif1",2.41060430254345e-16,1.01805490008816,0.975,0.852,6.74920992626115e-12,"Atpif1"
"Rgs7bp",3.29913830394884e-16,0.800795181551036,0.617,0.262,9.23692742339596e-12,"Rgs7bp"
"Vamp2",3.46376178617065e-16,1.01646211182908,0.963,0.766,9.69784024892058e-12,"Vamp2"
"Baiap2",3.62669602078648e-16,1.2124765653936,0.716,0.346,1.0154023518998e-11,"Baiap2"
"Pgam1",4.4033804240883e-16,0.955573981365963,0.988,0.788,1.23285845113624e-11,"Pgam1"
"Syt1",4.78463703093613e-16,0.991568833636653,0.988,0.659,1.3396026759215e-11,"Syt1"
"St8sia3",4.7988894265861e-16,0.770739130442866,0.802,0.416,1.34359306165558e-11,"St8sia3"
"Cmas",4.85719221275994e-16,0.744657169212695,0.852,0.454,1.35991667572853e-11,"Cmas"
"Snca",5.03135128195805e-16,0.967330113763985,0.864,0.524,1.40867773192261e-11,"Snca"
"Mllt11",5.26838689414614e-16,0.975236248178192,0.938,0.675,1.47504296262303e-11,"Mllt11"
"Gnal",5.75679058033062e-16,0.855674377066878,0.679,0.308,1.61178622668097e-11,"Gnal"
"Rbm39",6.15641954508997e-16,0.814462081857914,1,0.916,1.72367434423429e-11,"Rbm39"
"Rogdi",6.19597322388206e-16,0.869642665137611,0.889,0.553,1.7347485832225e-11,"Rogdi"
"Tcaf1",6.41152920548189e-16,0.803357683099619,0.914,0.586,1.79509994695082e-11,"Tcaf1"
"Adgrb3",6.63498280199194e-16,0.685209108023409,0.79,0.399,1.8576624849017e-11,"Adgrb3"
"Scg2",6.83271747896142e-16,1.10292129117787,0.988,0.686,1.91302423975962e-11,"Scg2"
"Cx3cl1",7.14006989233794e-16,0.713749446973743,0.815,0.42,1.99907676845678e-11,"Cx3cl1"
"Matk",7.45228891555554e-16,0.710645133346908,0.84,0.459,2.08649185057724e-11,"Matk"
"Arf1",8.3121887708634e-16,0.766207600441092,0.975,0.84,2.32724661206633e-11,"Arf1"
"Ensa",8.42089016940478e-16,0.899336337593908,0.827,0.501,2.35768082962995e-11,"Ensa"
"Ppp1r2",9.0920037666843e-16,1.030132230243,0.914,0.613,2.54557921459627e-11,"Ppp1r2"
"Gap43",9.51140392731086e-16,1.05103120393773,1,0.765,2.66300287156849e-11,"Gap43"
"Atp5g1",9.53241458179657e-16,0.917445898257954,0.988,0.836,2.6688854346114e-11,"Atp5g1"
"Ssbp4",9.59614596058911e-16,0.71441915899664,0.84,0.467,2.68672894604574e-11,"Ssbp4"
"Gapdh",9.88430489697407e-16,0.928610094885551,0.988,0.942,2.7674076850548e-11,"Gapdh"
"Kcng1",9.95262874994525e-16,0.160924724150004,0.123,0.015,2.78653699740967e-11,"Kcng1"
"Slc32a1",1.06285822744041e-15,0.934768456647951,0.827,0.449,2.97579046518765e-11,"Slc32a1"
"Caln1",1.07617987759772e-15,0.910072439651002,0.593,0.237,3.01308842129809e-11,"Caln1"
"Plk2",1.15911247154821e-15,1.3467162573503,0.654,0.305,3.24528309784068e-11,"Plk2"
"Wbp5",1.18479401159211e-15,0.968208817196504,0.951,0.774,3.31718627365558e-11,"Wbp5"
"Fkbp1a",1.44076532320082e-15,1.04467928182832,0.988,0.912,4.03385475189766e-11,"Fkbp1a"
"Thy1",1.4514002796621e-15,0.785943292271214,0.889,0.523,4.06363050299794e-11,"Thy1"
"Ctxn1",1.66070716003623e-15,0.946557896784075,0.802,0.456,4.64964790666944e-11,"Ctxn1"
"Atp6v1b2",1.71059634018391e-15,0.876362818921376,0.963,0.696,4.78932763324692e-11,"Atp6v1b2"
"Ube2b",1.72458528144183e-15,0.809882614528511,0.975,0.741,4.82849387098084e-11,"Ube2b"
"Stmn3",1.73649771661516e-15,1.03392275253154,1,0.782,4.86184630697912e-11,"Stmn3"
"Sh3bp1",1.82204135164941e-15,0.867417849595278,0.914,0.612,5.10135137634803e-11,"Sh3bp1"
"Got1",1.99218170952099e-15,0.831220399698434,0.889,0.592,5.57771035031687e-11,"Got1"
"Tspan13",2.04990985666756e-15,0.886245874495505,0.951,0.613,5.73933761669784e-11,"Tspan13"
"Capza2",2.22134881125335e-15,0.798076413420075,0.988,0.775,6.21933240174714e-11,"Capza2"
"Klc1",2.52147392313934e-15,0.747742048566212,0.963,0.658,7.05962269000554e-11,"Klc1"
"Vdac1",2.60410596737547e-15,0.924330259321616,0.938,0.705,7.29097588745783e-11,"Vdac1"
"Dynll1",2.6448526073349e-15,0.842368456638044,1,0.898,7.40505833001625e-11,"Dynll1"
"Zcchc18",2.70756845029826e-15,0.936756129775319,0.988,0.755,7.58065014714508e-11,"Zcchc18"
"Cox8a",3.0358559068628e-15,0.960454286914347,0.988,0.932,8.49978936803445e-11,"Cox8a"
"Cacna2d3",3.14395188311097e-15,0.525546181063513,0.432,0.139,8.8024364823341e-11,"Cacna2d3"
"Itm2c",3.1617818715014e-15,1.06652063872772,0.926,0.897,8.85235688382962e-11,"Itm2c"
"Nsf",3.23495026159425e-15,0.829390622491518,0.938,0.65,9.05721374241158e-11,"Nsf"
"Dgkb",4.03603259414427e-15,0.699669049445248,0.63,0.264,1.13000840570851e-10,"Dgkb"
"Gucy1b3",4.11706075411763e-15,0.984360082603194,0.765,0.403,1.15269466993785e-10,"Gucy1b3"
"Pde1b",4.47107640715905e-15,0.744088484335281,0.543,0.205,1.25181197247639e-10,"Pde1b"
"Ttc3",4.53041479089535e-15,0.996776433103728,0.988,0.833,1.26842553315488e-10,"Ttc3"
"Ngfrap1",4.56807973869895e-15,0.970308836469942,0.963,0.803,1.27897096524093e-10,"Ngfrap1"
"Pacsin1",4.72542213270844e-15,0.795708581231735,0.778,0.457,1.32302368871571e-10,"Pacsin1"
"Grina",4.94569425127866e-15,0.834480599524861,0.926,0.665,1.384695476473e-10,"Grina"
"Uchl1",5.01239581190473e-15,0.889207743091836,0.963,0.706,1.40337057941709e-10,"Uchl1"
"Fuom",5.03047750804941e-15,0.532119880196332,0.691,0.295,1.40843309270367e-10,"Fuom"
"Arf5",5.08477020700546e-15,0.750776508684028,0.951,0.802,1.42363396255739e-10,"Arf5"
"Mctp1",5.5232656067445e-15,0.692304482221227,0.444,0.148,1.54640390457633e-10,"Mctp1"
"Dlx5",5.70055959755249e-15,0.558323375622785,0.506,0.179,1.59604267612275e-10,"Dlx5"
"Pebp1",5.98875592932996e-15,1.00290665312531,0.975,0.868,1.6767318850938e-10,"Pebp1"
"Syt5",6.45389442689114e-15,0.789719077347492,0.84,0.491,1.80696136164098e-10,"Syt5"
"Dnaja1",6.72560938309565e-15,1.07140671504215,0.951,0.85,1.88303611507912e-10,"Dnaja1"
"Pdlim7",7.49354042023081e-15,0.628007197011358,0.741,0.339,2.09804144685622e-10,"Pdlim7"
"Ywhae",8.46997689579469e-15,0.898477251573362,0.988,0.948,2.3714241312846e-10,"Ywhae"
"Sub1",8.53564204943858e-15,0.954167505260395,0.975,0.872,2.38980906100181e-10,"Sub1"
"Zcchc12",8.74824197084117e-15,1.30860493985308,0.926,0.666,2.44933278699611e-10,"Zcchc12"
"Cpne6",8.76293874155697e-15,0.506247113904742,0.556,0.21,2.45344758886112e-10,"Cpne6"
"Gpr88",8.76707675662253e-15,1.45107050010259,0.457,0.167,2.45460615031918e-10,"Gpr88"
"Tmem91",9.67066055441103e-15,0.675490477474491,0.84,0.431,2.707591542024e-10,"Tmem91"
"Tceal5",1.04533087273259e-14,0.69965090914775,0.827,0.444,2.92671737747671e-10,"Tceal5"
"Ndufs3",1.05726797690629e-14,0.799732668137145,0.889,0.642,2.96013888174224e-10,"Ndufs3"
"Map2",1.07501809351675e-14,0.727327992549031,0.938,0.665,3.0098356582282e-10,"Map2"
"Snrpn",1.07836682819409e-14,0.959400467413606,1,0.88,3.0192114455778e-10,"Snrpn"
"Chd3os",1.09243958327961e-14,0.864009713499676,0.914,0.599,3.05861234526626e-10,"Chd3os"
"Add2",1.10986517803851e-14,0.622931402677534,0.617,0.275,3.10740052547221e-10,"Add2"
"Pgrmc1",1.13365774912434e-14,0.862067546574239,0.988,0.822,3.17401496599834e-10,"Pgrmc1"
"Nrsn1",1.17721960507033e-14,1.02242350285686,0.901,0.553,3.2959794502759e-10,"Nrsn1"
"Mtmr7",1.27281534140188e-14,0.559101582176913,0.531,0.206,3.563628392857e-10,"Mtmr7"
"Eef1a2",1.27514546665836e-14,0.832372717185156,0.827,0.459,3.57015227755008e-10,"Eef1a2"
"Rragd",1.32809189912494e-14,0.561444421469359,0.506,0.188,3.71839169917002e-10,"Rragd"
"Eif5a",1.41580680657882e-14,0.829877350743224,0.938,0.82,3.96397589705937e-10,"Eif5a"
"Rbfox3",1.42730641442138e-14,0.730976427378931,0.716,0.349,3.99617249909698e-10,"Rbfox3"
"Atp5j",1.43789278703845e-14,0.866945747600917,0.988,0.905,4.02581222515026e-10,"Atp5j"
"Ptpn5",1.48795094360216e-14,0.681160547431713,0.728,0.362,4.16596505189733e-10,"Ptpn5"
"Rbfox2",1.50011781858356e-14,0.740117570121274,0.827,0.478,4.20002986847026e-10,"Rbfox2"
"Tesc",1.6262230488626e-14,0.658901387720736,0.481,0.169,4.55309929220552e-10,"Tesc"
"Ppp3r1",1.64918991897757e-14,0.819926021566515,0.901,0.633,4.61740193515339e-10,"Ppp3r1"
"Scn3b",1.68086771032948e-14,0.57054552424993,0.605,0.246,4.70609341538046e-10,"Scn3b"
"Gad2",1.68529033182806e-14,0.935229755788209,0.938,0.603,4.71847587105221e-10,"Gad2"
"Abhd8",1.71287178444009e-14,0.792590668018953,0.79,0.464,4.79569842207537e-10,"Abhd8"
"9530059O14Rik",1.77155260777378e-14,0.561534672370107,0.481,0.172,4.95999299124504e-10,"9530059O14Rik"
"Bex1",1.86339300456349e-14,0.90127029861883,0.963,0.64,5.21712773417686e-10,"Bex1"
"Tagln3",2.0688109194709e-14,0.910956210675874,0.901,0.651,5.79225681233462e-10,"Tagln3"
"Smarca1",2.14749382756327e-14,0.590176451149259,0.667,0.301,6.01255321841163e-10,"Smarca1"
"Hsp90ab1",2.22074098062856e-14,0.954656697049838,1,0.976,6.21763059756384e-10,"Hsp90ab1"
"Sumo2",2.23191514449886e-14,0.782012529882751,0.938,0.855,6.24891602156792e-10,"Sumo2"
"Gabarapl1",2.38553184840168e-14,0.776958229444581,0.963,0.725,6.67901206915502e-10,"Gabarapl1"
"Tceal6",2.5584407370083e-14,0.827878159609152,0.815,0.449,7.16312237547584e-10,"Tceal6"
"Clstn1",2.58626922572005e-14,0.762186958696809,0.864,0.544,7.24103657817099e-10,"Clstn1"
"Sp9",2.76904371456878e-14,0.467129482820132,0.321,0.086,7.75276859204967e-10,"Sp9"
"Map1b",2.8751896691966e-14,0.940538121235458,0.988,0.805,8.04995603581664e-10,"Map1b"
"Cox5a",2.89768609579788e-14,0.884544977960987,0.988,0.817,8.1129415310149e-10,"Cox5a"
"Arpp19",2.93407770174028e-14,1.16666167489317,0.914,0.705,8.21483074933243e-10,"Arpp19"
"Sf3b1",3.03383269018174e-14,0.74580784761799,0.938,0.808,8.49412476597085e-10,"Sf3b1"
"Dtwd1",3.05284853688029e-14,0.340168685626573,0.37,0.108,8.54736533355743e-10,"Dtwd1"
"Pfn2",3.25943693287597e-14,0.75586882500153,0.988,0.788,9.12577152466613e-10,"Pfn2"
"Tusc3",3.37600230285439e-14,0.836604768561411,0.901,0.574,9.45213124753172e-10,"Tusc3"
"Phf24",3.53873717074385e-14,0.417183262476077,0.481,0.167,9.90775633064863e-10,"Phf24"
"Usmg5",3.73805920616119e-14,0.901961647048856,0.975,0.846,1.04658181654101e-09,"Usmg5"
"Tsc22d1",4.28229085421975e-14,0.875013880615998,0.975,0.73,1.19895579336445e-09,"Tsc22d1"
"Trim32",4.7549904930971e-14,0.73254218206598,0.84,0.529,1.33130223825733e-09,"Trim32"
"Mapre3",4.86709248955219e-14,0.730122086696598,0.852,0.532,1.36268855522482e-09,"Mapre3"
"Cnih2",5.16631198260934e-14,0.781360967676201,0.84,0.52,1.44646402889096e-09,"Cnih2"
"Camk4",5.37284978929952e-14,0.885575983002413,0.519,0.206,1.50429048400808e-09,"Camk4"
"Dynll2",5.69520386769799e-14,0.807424244069048,0.988,0.813,1.59454317887808e-09,"Dynll2"
"Dlat",5.99199495192499e-14,0.53214635331395,0.765,0.371,1.67763874663996e-09,"Dlat"
"Gucy1a3",5.99992318432847e-14,1.1538528212975,0.58,0.253,1.67985849314829e-09,"Gucy1a3"
"Ssbp2",6.49265431763687e-14,0.719368751519248,0.765,0.415,1.81781335585197e-09,"Ssbp2"
"Iqcb1",6.51431044257825e-14,0.605515195980624,0.667,0.31,1.82387663771306e-09,"Iqcb1"
"Fam103a1",6.53874069776879e-14,0.700892195558312,0.926,0.592,1.83071662056131e-09,"Fam103a1"
"Hp1bp3",6.54322123587346e-14,0.727684693440583,0.951,0.699,1.83197108161985e-09,"Hp1bp3"
"Zwint",6.62050859226147e-14,0.997253058814139,0.975,0.835,1.85360999566137e-09,"Zwint"
"Eno2",6.7171302996056e-14,0.614655469559506,0.914,0.5,1.88066214128358e-09,"Eno2"
"Filip1",6.73824824123171e-14,0.396104425303259,0.309,0.082,1.88657474258006e-09,"Filip1"
"Nos1ap",7.34496709329085e-14,0.576840266730925,0.556,0.229,2.05644388677957e-09,"Nos1ap"
"Atp6v1e1",7.35187771027141e-14,0.917588082034552,0.938,0.797,2.05837872132179e-09,"Atp6v1e1"
"Dctn3",7.75536533002119e-14,0.827124047607178,0.951,0.707,2.17134718509933e-09,"Dctn3"
"Slc25a4",7.9031159125588e-14,0.895000028553953,1,0.958,2.21271439319821e-09,"Slc25a4"
"Ncdn",8.00672116484287e-14,0.635424716361656,0.901,0.583,2.24172179173271e-09,"Ncdn"
"Cntnap2",8.10895129702093e-14,0.647725984473984,0.765,0.385,2.27034418413992e-09,"Cntnap2"
"Dtd1",8.40121005179355e-14,0.744416201785714,0.864,0.557,2.35217079030116e-09,"Dtd1"
"Tuba4a",8.92652093308601e-14,0.774575857711101,0.84,0.499,2.49924733084542e-09,"Tuba4a"
"Brk1",8.98530977361249e-14,0.774032291040385,0.938,0.676,2.51570703041602e-09,"Brk1"
"Ap1s2",9.15323577660929e-14,0.742184881041071,0.815,0.453,2.56272295273507e-09,"Ap1s2"
"Atp5j2",9.19550106809197e-14,0.931449532630151,0.951,0.847,2.57455638904439e-09,"Atp5j2"
"Cap2",9.40822111071085e-14,0.640196193185422,0.605,0.28,2.63411374657682e-09,"Cap2"
"Slc25a11",9.42214408145012e-14,0.808448214788438,0.827,0.5,2.6380118999244e-09,"Slc25a11"
"Mrfap1",9.48467828853874e-14,0.832314555470081,0.963,0.864,2.65552022722508e-09,"Mrfap1"
"Atp2b1",9.76144669772285e-14,1.04807969710785,0.926,0.695,2.73300984642844e-09,"Atp2b1"
"Trim37",9.94280473485332e-14,0.558943833523492,0.728,0.347,2.78378646966423e-09,"Trim37"
"Rheb",1.00335492866175e-13,0.859927384145569,0.951,0.758,2.80919312926718e-09,"Rheb"
"Hpca",1.02340238316926e-13,1.27257508456411,0.605,0.277,2.86532199239729e-09,"Hpca"
"Aldoa",1.03234528894068e-13,0.954142189968107,0.988,0.956,2.89036033997612e-09,"Aldoa"
"Mkl2",1.06925840003548e-13,0.656128425469681,0.691,0.344,2.99370966841935e-09,"Mkl2"
"Ppig",1.0732483795398e-13,0.69628348314964,0.901,0.637,3.00488081303552e-09,"Ppig"
"Chd3",1.16062299733719e-13,0.718794174904179,0.877,0.52,3.24951226794465e-09,"Chd3"
"Ndufa10",1.21143156805013e-13,0.731796488226999,0.901,0.68,3.39176610422675e-09,"Ndufa10"
"Soga3",1.2317719300321e-13,0.825002701839981,0.852,0.567,3.44871504970387e-09,"Soga3"
"Ssb",1.26436164128293e-13,0.774323554252196,0.938,0.721,3.53995972326394e-09,"Ssb"
"Ttc9b",1.2912832844366e-13,0.599624758263948,0.704,0.334,3.61533493976559e-09,"Ttc9b"
"Arf3",1.33118205810839e-13,0.755838144500343,0.901,0.593,3.72704352629186e-09,"Arf3"
"Rgs14",1.33122908104272e-13,0.318104621932383,0.284,0.071,3.72717518110339e-09,"Rgs14"
"Hypk",1.42736067617573e-13,0.708846304530952,0.926,0.608,3.99632442115682e-09,"Hypk"
"Atxn10",1.46738981020614e-13,0.838932984526069,0.951,0.719,4.10839799061515e-09,"Atxn10"
"Pcsk1n",1.67845682969362e-13,1.08068793513389,1,0.947,4.6993434317762e-09,"Pcsk1n"
"Snhg11",1.79031310108352e-13,0.906386585296209,1,0.778,5.01251862041365e-09,"Snhg11"
"Caly",1.91168383348891e-13,0.910365674176671,0.938,0.744,5.35233239700224e-09,"Caly"
"Tsnax",1.92573634461866e-13,0.70754853636362,0.79,0.461,5.39167661766334e-09,"Tsnax"
"Grin2b",1.93547787167353e-13,0.76966113533129,0.79,0.439,5.41895094511155e-09,"Grin2b"
"Ppp1r9a",1.96028183854208e-13,0.752150127433076,0.889,0.527,5.48839709155012e-09,"Ppp1r9a"
"Ndufb10",1.99205014705828e-13,0.807095596027711,0.914,0.775,5.57734200173376e-09,"Ndufb10"
"Alcam",2.01429244594019e-13,0.864229829529808,0.79,0.493,5.63961599014336e-09,"Alcam"
"Ldhb",2.05547295816141e-13,0.942259745887669,0.926,0.775,5.75491318826032e-09,"Ldhb"
"Tceal3",2.16232149444628e-13,0.79046693421865,0.889,0.58,6.05406772015068e-09,"Tceal3"
"Arhgef9",2.34727145767111e-13,0.70427658906733,0.741,0.417,6.57189062718757e-09,"Arhgef9"
"Myt1l",2.41375328075456e-13,0.659330709256011,0.815,0.433,6.75802643545662e-09,"Myt1l"
"Necap1",2.46595574815945e-13,0.711730258410413,0.802,0.47,6.90418290369683e-09,"Necap1"
"Sumo1",2.49366241066872e-13,0.834955769849645,0.914,0.746,6.98175601739027e-09,"Sumo1"
"Syt4",2.51874797268266e-13,0.947466727280139,0.926,0.612,7.05199057391691e-09,"Syt4"
"Morf4l1",2.57993079044955e-13,0.831223259970627,0.988,0.967,7.22329022710066e-09,"Morf4l1"
"Dnajb4",2.64060417497657e-13,0.715459558224353,0.852,0.535,7.3931635690994e-09,"Dnajb4"
"Srp9",2.68303081250963e-13,0.790927644649917,0.889,0.65,7.51194966886447e-09,"Srp9"
"Snap47",2.83748707003883e-13,0.903145571171071,0.914,0.682,7.94439629869472e-09,"Snap47"
"Tpi1",2.84304421741208e-13,0.881826612062951,0.901,0.694,7.95995519991035e-09,"Tpi1"
"Pja2",2.84651783334735e-13,0.753798544657878,0.951,0.717,7.96968062980592e-09,"Pja2"
"Ola1",2.99717348467838e-13,0.745150340480054,0.765,0.457,8.39148632240254e-09,"Ola1"
"Ccdc106",3.00476575630698e-13,0.49822835022203,0.556,0.229,8.41274316450828e-09,"Ccdc106"
"Atp6v1f",3.29867637562284e-13,0.820255449832883,0.938,0.806,9.23563411646882e-09,"Atp6v1f"
"Rrp1",3.30405337276927e-13,0.850419705298844,0.938,0.744,9.2506886330794e-09,"Rrp1"
"Gas7",3.3095680118838e-13,0.829132549749215,0.802,0.487,9.26612851967227e-09,"Gas7"
"Atp5b",3.32999377138689e-13,0.902825425241361,0.963,0.929,9.32331656112901e-09,"Atp5b"
"Vsnl1",3.34837688849961e-13,1.05117815487806,0.926,0.652,9.37478561242121e-09,"Vsnl1"
"Gsk3b",3.49341497890452e-13,0.800723932615843,0.938,0.735,9.78086325793687e-09,"Gsk3b"
"R3hdm1",3.61098968036499e-13,0.881415247931354,0.889,0.668,1.01100489070859e-08,"R3hdm1"
"Prnp",3.79108384190461e-13,0.872881897075884,0.951,0.904,1.06142765405645e-08,"Prnp"
"Actr3b",3.79256320685801e-13,0.575386730442076,0.506,0.202,1.06184184665611e-08,"Actr3b"
"Rem2",3.79473178765969e-13,0.68350603848116,0.358,0.114,1.06244900590896e-08,"Rem2"
"Gabarapl2",3.95326554739308e-13,0.842512779222621,0.926,0.848,1.10683528795912e-08,"Gabarapl2"
"Plcb1",4.03388716482752e-13,0.776515056003714,0.691,0.345,1.12940772840841e-08,"Plcb1"
"Rpl22l1",4.39648121626705e-13,0.933910000298666,0.975,0.887,1.23092681093045e-08,"Rpl22l1"
"Ywhah",4.44810666407972e-13,0.91537468281719,0.988,0.867,1.24538090380904e-08,"Ywhah"
"Cox5b",4.7667957610094e-13,0.874247309860834,0.963,0.893,1.33460747716741e-08,"Cox5b"
"Hprt",4.85332659600083e-13,0.799524407434377,0.926,0.647,1.35883438034831e-08,"Hprt"
"Snx10",4.93905343486808e-13,0.633344173645102,0.827,0.47,1.38283618069436e-08,"Snx10"
"Prps1",5.02300324322572e-13,0.721333300974209,0.753,0.413,1.40634044803834e-08,"Prps1"
